time_s,temperature_C,feedrate_mms,extrusion_force_N,die_diameter_px,die_temperature_C,measured_temperature_C,measured_feedrate_mms,meter_count_mm
3316.9999999980787,227.5,2.0526666666666666,13.670020000000001,18.275516510009766,193.4,227.31,1.9482974087793306,5928.632700117811
3317.0999999980786,227.5,2.0526666666666666,13.676880000000002,18.336496353149414,193.4,227.31,2.0659052822746653,5928.902248767488
3317.1999999980785,227.5,2.0526666666666666,13.694520000000002,18.365787506103516,193.5,227.24,2.0139175021806777,5929.081947867275
3317.2999999980784,227.5,2.0526666666666666,13.723920000000001,18.365787506103516,193.5,227.24,2.0267281971764177,5929.351496516953
3317.3999999980783,227.5,2.0526666666666666,13.748420000000001,18.294227600097656,193.5,227.18,2.0233018965577982,5929.531195616738
3317.4999999980782,227.5,2.0526666666666666,13.772920000000003,18.316286087036133,193.29999,227.18,2.03582256392036,5929.800744266416
3317.599999998078,227.5,2.0526666666666666,13.78762,18.389732360839844,193.29999,227.13,2.0517187028069555,5929.980443366201
3317.699999998078,227.5,2.0526666666666666,13.789580000000003,19.677614212036133,193.20001,227.13,2.019897987421122,5930.1601424659875
3317.799999998078,227.5,2.0526666666666666,13.78566,19.677614212036133,193.20001,227.13,2.0270526246688463,5930.429691115665
3317.899999998078,227.5,2.0526666666666666,13.781740000000001,19.768604278564453,193.20001,227.13,1.941029239918239,5930.60939021545
3317.999999998078,227.5,2.0526666666666666,13.778800000000002,19.73451042175293,193.1,227.13,2.023032098235638,5930.878938865128
3318.0999999980777,227.5,2.0526666666666666,13.78566,19.78300666809082,193.29999,227.1,1.950821302237237,5931.058637964913
3318.1999999980776,227.5,2.0526666666666666,13.800360000000001,19.61162757873535,193.29999,227.1,2.04388093696041,5931.328186614591
3318.2999999980775,227.5,2.0526666666666666,13.819960000000002,19.61162757873535,193.20001,227.09,2.0283736452505847,5931.507885714376
3318.3999999980774,227.5,2.0526666666666666,13.843480000000001,18.415658950805664,193.29999,227.09,1.9485249046126294,5931.687584814162
3318.4999999980773,227.5,2.0526666666666666,13.86406,18.334806442260742,193.20001,227.08,2.0274417257506308,5931.957133463839
3318.5999999980772,227.5,2.0526666666666666,13.8817,18.3115291595459,193.20001,227.08,1.9656039932775708,5932.136832563625
3318.699999998077,227.5,2.0526666666666666,13.90032,18.353456497192383,193.20001,227.08,2.0941204603484453,5932.406381213303
3318.799999998077,227.5,2.0526666666666666,13.912080000000001,18.34466552734375,193.20001,227.07,2.039498480200347,5932.586080313089
3318.899999998077,227.5,2.0526666666666666,13.92678,18.34466552734375,193.1,227.07,1.9498195354890862,5932.765779412874
3318.999999998077,227.5,2.0526666666666666,13.928740000000003,18.390413284301758,193.29999,227.09,2.034110993790312,5933.035328062552
3319.099999998077,227.5,2.0526666666666666,13.92482,18.362730026245117,193.1,227.09,1.9524586409720899,5933.215027162337
3319.1999999980767,227.5,2.0526666666666666,13.92286,18.298330307006836,193.20001,227.09,1.9499540538988305,5933.394726262123
